Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Years_Established
FDE36,5.26,Regular Fat,-3.1757088938617954,Baking Goods,161.8868,OUT035,Small,Tier 2,Supermarket Type1,3275.736,17
FDN57,18.25,Low Fat,-2.9124176444580394,Snack Foods,140.2154,OUT045,Medium,Tier 2,Supermarket Type1,1701.7848,19
FDI24,12.277108208955223,Low Fat,-2.5464099865613656,Baking Goods,177.937,OUT027,Medium,Tier 3,Supermarket Type3,6704.606,36
FDI19,15.1,Low Fat,-2.9500121695813255,Meat,242.7512,OUT046,Small,Tier 1,Supermarket Type1,4119.9704,24
FDF24,15.5,Regular Fat,-3.159075966605151,Baking Goods,81.5934,OUT010,Medium,Tier 3,Grocery Store,327.5736,23
FDG52,13.65,Low Fat,-2.7221559764179584,Frozen Foods,45.7402,OUT049,Medium,Tier 1,Supermarket Type1,780.9834,22
DRF36,16.1,Low Fat,-3.7454449802171474,Soft Drinks,189.3846,OUT045,Medium,Tier 2,Supermarket Type1,3630.6074,19
FDS45,12.987879554655873,Regular Fat,-2.9633888471252403,Snack Foods,107.3622,OUT019,Small,Tier 1,Grocery Store,317.5866,36
FDX40,12.85,Low Fat,-1.7976112435106768,Frozen Foods,39.7164,OUT010,Medium,Tier 3,Grocery Store,231.6984,23
DRK12,9.5,Low Fat,-3.1729851697390896,Soft Drinks,32.99,OUT035,Small,Tier 2,Supermarket Type1,133.16,17
DRC27,13.8,Low Fat,-2.8457362351667848,Dairy,245.1802,OUT035,Small,Tier 2,Supermarket Type1,5650.6446,17
FDL58,5.78,Regular Fat,-2.6424436971410574,Snack Foods,263.7568,OUT017,Medium,Tier 2,Supermarket Type1,2636.5679999999998,14
NCD30,19.7,Low Fat,-3.6154909349902047,Household,96.0726,OUT045,Medium,Tier 2,Supermarket Type1,1272.3438,19
NCZ54,14.65,Low Fat,-2.520415919356675,Household,161.5552,OUT010,Medium,Tier 3,Grocery Store,324.9104,23
FDE10,6.67,Regular Fat,-1.8934287326143848,Snack Foods,130.0626,OUT010,Medium,Tier 3,Grocery Store,131.1626,23
FDR44,6.11,Regular Fat,-2.40614375796027,Fruits and Vegetables,131.2968,OUT010,Medium,Tier 3,Grocery Store,260.9936,23
FDP28,13.65,Regular Fat,-2.0026610501751447,Frozen Foods,260.0936,OUT010,Medium,Tier 3,Grocery Store,260.9936,23
FDX15,17.2,Low Fat,-1.8568178694793573,Meat,160.6578,OUT013,High,Tier 3,Supermarket Type1,3690.5294,34
FDA39,6.32,Low Fat,-4.405640694861062,Meat,40.2822,OUT035,Small,Tier 2,Supermarket Type1,1139.1838,17
FDY24,4.88,Regular Fat,-2.0121511703575217,Baking Goods,52.9298,OUT049,Medium,Tier 1,Supermarket Type1,1995.4026,22
FDC60,5.425,Regular Fat,-2.1617810416292165,Baking Goods,88.3514,OUT017,Medium,Tier 2,Supermarket Type1,1416.8224,14
FDH28,15.85,Regular Fat,-2.2069931619762313,Frozen Foods,37.2506,OUT046,Small,Tier 1,Supermarket Type1,265.6542,24
FDT25,7.5,Low Fat,-2.9751839439707286,Canned,121.7072,OUT017,Medium,Tier 2,Supermarket Type1,3552.7088,14
DRJ13,12.65,Low Fat,-2.767195802209201,Soft Drinks,161.5578,OUT013,High,Tier 3,Supermarket Type1,2406.867,34
NCO07,13.853284671532847,Low Fat,-4.067684150433793,Others,211.956,OUT019,Small,Tier 1,Grocery Store,213.05599999999998,36
FDW20,20.75,Low Fat,-3.724327083110071,Fruits and Vegetables,124.17299999999999,OUT013,High,Tier 3,Supermarket Type1,2956.152,34
DRF27,13.42606890459364,Low Fat,-3.000644820377202,Dairy,152.134,OUT019,Small,Tier 1,Grocery Store,153.134,36
FDS49,9.0,Low Fat,-2.754359124447219,Canned,79.7644,OUT035,Small,Tier 2,Supermarket Type1,1649.8524,17
FDX25,12.305705009276437,Low Fat,-2.2870900831155705,Canned,181.9292,OUT027,Medium,Tier 3,Supermarket Type3,3101.2964,36
NCX42,13.384736495388669,Low Fat,-5.124423893147373,Household,165.6526,OUT027,Medium,Tier 3,Supermarket Type3,4769.1254,36
FDG33,12.5528431372549,Regular Fat,-1.9692523508609043,Seafood,170.4764,OUT027,Medium,Tier 3,Supermarket Type3,3435.528,36
FDL56,14.1,Low Fat,-2.0711901264341948,Fruits and Vegetables,86.4198,OUT045,Medium,Tier 2,Supermarket Type1,1133.8574,19
FDF14,7.55,Low Fat,-3.6058377157243378,Canned,152.334,OUT035,Small,Tier 2,Supermarket Type1,2603.278,17
NCD06,13.0,Low Fat,-2.3093551783928667,Household,45.406000000000006,OUT046,Small,Tier 1,Supermarket Type1,605.878,24
DRM47,11.400327868852457,Low Fat,-3.1333024396266316,Hard Drinks,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,2293.0152,36
FDS46,12.987879554655873,Regular Fat,-2.492034206579187,Snack Foods,118.7782,OUT019,Small,Tier 1,Grocery Store,119.1782,36
FDB35,12.3,Regular Fat,-2.7400796820583535,Starchy Foods,92.9804,OUT013,High,Tier 3,Supermarket Type1,1929.4884,34
FDX21,12.987879554655873,Low Fat,-2.470358166067444,Snack Foods,109.8912,OUT027,Medium,Tier 3,Supermarket Type3,2074.6328,36
NCU05,13.14231395348837,Low Fat,-2.839552710445918,Health and Hygiene,79.9618,OUT027,Medium,Tier 3,Supermarket Type3,241.6854,36
NCR38,17.25,Low Fat,-2.17376378165746,Household,251.3724,OUT045,Medium,Tier 2,Supermarket Type1,6795.1548,19
NCR18,15.85,Low Fat,-3.882293780816115,Household,42.7112,OUT017,Medium,Tier 2,Supermarket Type1,639.168,14
NCU41,18.85,Low Fat,-2.9556470111542104,Health and Hygiene,192.1846,OUT035,Small,Tier 2,Supermarket Type1,3248.4382,17
FDY56,16.35,Regular Fat,-2.768366783180257,Fruits and Vegetables,227.6062,OUT017,Medium,Tier 2,Supermarket Type1,7222.5984,14
DRJ51,14.1,Low Fat,-2.430676884255075,Dairy,229.0668,OUT035,Small,Tier 2,Supermarket Type1,3225.1352,17
FDK21,7.905,Low Fat,-4.604128229013846,Snack Foods,249.0408,OUT035,Small,Tier 2,Supermarket Type1,3755.112,17
FDY25,12.0,Low Fat,-3.3829794505103794,Canned,179.3976,OUT013,High,Tier 3,Supermarket Type1,3440.8544,34
FDU44,12.15,Regular Fat,-2.840188085111022,Fruits and Vegetables,163.4552,OUT035,Small,Tier 2,Supermarket Type1,974.7312,17
FDL43,10.1,Low Fat,-3.6079832400114293,Meat,75.367,OUT049,Medium,Tier 1,Supermarket Type1,535.969,22
FDF05,17.5,Low Fat,-3.6110712534003175,Frozen Foods,262.491,OUT017,Medium,Tier 2,Supermarket Type1,5259.82,14
DRF15,13.42606890459364,Low Fat,-2.844670777488162,Dairy,152.034,OUT019,Small,Tier 1,Grocery Store,306.268,36
FDL20,17.1,Low Fat,-2.0484262394844563,Fruits and Vegetables,112.3886,OUT018,Medium,Tier 3,Supermarket Type2,1779.0176,12
FDV32,7.785,Low Fat,-2.420847300935134,Fruits and Vegetables,61.451,OUT049,Medium,Tier 1,Supermarket Type1,759.012,22
FDJ34,11.8,Regular Fat,-2.368962209980231,Snack Foods,125.9704,OUT013,High,Tier 3,Supermarket Type1,1877.556,34
FDG08,13.15,Regular Fat,-1.797608473351482,Fruits and Vegetables,171.8764,OUT045,Medium,Tier 2,Supermarket Type1,3779.0808,19
FDQ04,12.867061281337046,Low Fat,-1.9078936597270397,Frozen Foods,41.5796,OUT019,Small,Tier 1,Grocery Store,41.2796,36
FDW13,8.5,Low Fat,-2.318324368098663,Canned,51.1324,OUT017,Medium,Tier 2,Supermarket Type1,259.66200000000003,14
NCI17,8.645,Low Fat,-1.9427919786057195,Health and Hygiene,96.34100000000001,OUT013,High,Tier 3,Supermarket Type1,193.082,34
FDY03,17.6,Regular Fat,-2.5733942110744636,Meat,110.9202,OUT045,Medium,Tier 2,Supermarket Type1,1687.8029999999999,19
FDS12,9.1,Low Fat,-1.742378422521241,Baking Goods,127.5362,OUT017,Medium,Tier 2,Supermarket Type1,4655.9394,14
FDJ55,12.8,Regular Fat,-3.7502711025200695,Meat,225.9404,OUT013,High,Tier 3,Supermarket Type1,4950.8888,34
DRK01,7.63,Low Fat,-2.7960168706021036,Soft Drinks,95.4436,OUT035,Small,Tier 2,Supermarket Type1,1418.154,17
FDG28,9.285,Regular Fat,-3.0045905525129473,Frozen Foods,246.4144,OUT017,Medium,Tier 2,Supermarket Type1,1225.072,14
FDY38,13.6,Regular Fat,-2.125124297248113,Dairy,231.03,OUT045,Medium,Tier 2,Supermarket Type1,5359.69,19
FDN01,8.895,Low Fat,-2.623539935535744,Breakfast,176.237,OUT045,Medium,Tier 2,Supermarket Type1,1764.37,19
NCR54,16.35,Low Fat,-2.4025509858305694,Household,195.21099999999998,OUT013,High,Tier 3,Supermarket Type1,2553.343,34
FDG29,17.6,Low Fat,-2.8780367972863745,Frozen Foods,43.3454,OUT013,High,Tier 3,Supermarket Type1,1006.6896,34
FDG24,7.975,Low Fat,-4.225435073365917,Baking Goods,85.225,OUT013,High,Tier 3,Supermarket Type1,1081.925,34
FDG59,15.85,Low Fat,-3.1354743181271125,Starchy Foods,36.7164,OUT017,Medium,Tier 2,Supermarket Type1,308.9312,14
FDM28,15.7,Low Fat,-3.0974054402908684,Frozen Foods,178.666,OUT013,High,Tier 3,Supermarket Type1,2516.724,34
FDW04,8.985,Regular Fat,-2.8502977377590173,Frozen Foods,128.83100000000002,OUT046,Small,Tier 1,Supermarket Type1,1428.141,24
FDS26,20.35,Low Fat,-2.414693144377842,Dairy,260.1594,OUT013,High,Tier 3,Supermarket Type1,2093.2752,34
FDQ56,6.59,Low Fat,-2.248954851396008,Fruits and Vegetables,85.6908,OUT013,High,Tier 3,Supermarket Type1,1929.4884,34
FDK51,19.85,Low Fat,-5.252550243356453,Dairy,264.0884,OUT035,Small,Tier 2,Supermarket Type1,5829.7448,17
FDL22,16.85,Low Fat,-3.3134564858361117,Snack Foods,91.4488,OUT046,Small,Tier 1,Supermarket Type1,2082.6224,24
FDH19,12.81734421364985,Low Fat,-3.4134246307273224,Meat,173.1738,OUT027,Medium,Tier 3,Supermarket Type3,7298.4996,36
FDY55,16.75,Low Fat,-2.5101932705663086,Fruits and Vegetables,256.4988,OUT013,High,Tier 3,Supermarket Type1,7452.9652,34
FDY03,17.6,Regular Fat,-2.569779713871801,Meat,110.5202,OUT017,Medium,Tier 2,Supermarket Type1,450.0808,14
FDK21,7.905,Low Fat,-4.088845569435014,Snack Foods,250.4408,OUT010,Medium,Tier 3,Grocery Store,500.6816,23
FDZ10,12.987879554655873,Low Fat,-3.117941151316565,Snack Foods,126.20200000000001,OUT027,Medium,Tier 3,Supermarket Type3,3668.558,36
FDZ32,7.785,Regular Fat,-3.2626164755662983,Fruits and Vegetables,103.1964,OUT018,Medium,Tier 3,Supermarket Type2,736.3748,12
NCZ18,7.825,Low Fat,-1.6818329325282522,Household,253.0698,OUT035,Small,Tier 2,Supermarket Type1,6088.0752,17
NCF07,13.384736495388669,Low Fat,-3.4461697269854072,Household,101.0016,OUT027,Medium,Tier 3,Supermarket Type3,2125.2336,36
DRE49,20.75,Low Fat,-3.8457578039863765,Soft Drinks,153.0024,OUT017,Medium,Tier 2,Supermarket Type1,2277.036,14
FDJ08,13.224769381746812,Low Fat,-1.6410701375319492,Fruits and Vegetables,190.3846,OUT019,Small,Tier 1,Grocery Store,573.2538,36
FDT39,6.26,Regular Fat,-4.61865580963113,Meat,151.1366,OUT035,Small,Tier 2,Supermarket Type1,2267.049,17
FDE08,18.2,Low Fat,-2.4943384860427273,Fruits and Vegetables,147.3734,OUT010,Medium,Tier 3,Grocery Store,296.9468,23
NCD06,13.0,Low Fat,-2.305289867601178,Household,46.306000000000004,OUT018,Medium,Tier 3,Supermarket Type2,559.2719999999999,12
FDB57,20.25,Regular Fat,-3.97381601892338,Fruits and Vegetables,222.1772,OUT035,Small,Tier 2,Supermarket Type1,5559.43,17
NCT54,8.695,Low Fat,-2.122587476124543,Household,95.5094,OUT049,Medium,Tier 1,Supermarket Type1,1237.7222,22
DRF49,7.27,Low Fat,-2.6419522979954326,Soft Drinks,113.5518,OUT045,Medium,Tier 2,Supermarket Type1,569.259,19
FDM25,12.768202247191004,Regular Fat,-2.807230487116015,Breakfast,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,3866.9664,36
FDF20,12.85,Low Fat,-3.402572096149266,Fruits and Vegetables,198.4768,OUT045,Medium,Tier 2,Supermarket Type1,1379.5376,19
FDH27,7.075,Low Fat,-2.8372830741850086,Dairy,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,1869.5664,12
FDV60,12.277108208955223,Regular Fat,-2.1473528268636173,Baking Goods,196.21099999999998,OUT027,Medium,Tier 3,Supermarket Type3,5499.508000000001,36
FDY59,8.195,Low Fat,-3.4592842793510354,Baking Goods,94.3462,OUT049,Medium,Tier 1,Supermarket Type1,925.462,22
FDK36,7.09,Low Fat,-4.931738627492372,Baking Goods,47.9034,OUT035,Small,Tier 2,Supermarket Type1,583.2408,17
NCM31,6.095,Low Fat,-2.510881670612422,Others,141.4154,OUT046,Small,Tier 1,Supermarket Type1,1418.154,24
FDE33,19.35,Regular Fat,-2.9974063941121356,Fruits and Vegetables,80.2644,OUT017,Medium,Tier 2,Supermarket Type1,942.7728,14
FDU36,6.15,Low Fat,-3.0732409446120164,Baking Goods,99.3384,OUT046,Small,Tier 1,Supermarket Type1,2364.9216,24
FDV13,12.305705009276437,Regular Fat,-3.5944001648581234,Canned,87.9856,OUT027,Medium,Tier 3,Supermarket Type3,3251.7672,36
FDV20,13.224769381746812,Regular Fat,-2.2566128287111744,Fruits and Vegetables,125.2678,OUT019,Small,Tier 1,Grocery Store,254.3356,36
NCQ54,17.7,Low Fat,-4.378831504542942,Household,167.0474,OUT035,Small,Tier 2,Supermarket Type1,5895.659000000001,17
FDO23,17.85,Low Fat,-1.9171605692916085,Breads,93.7436,OUT018,Medium,Tier 3,Supermarket Type2,1134.5232,12
DRE60,9.395,Low Fat,-1.8347237818739588,Soft Drinks,224.972,OUT045,Medium,Tier 2,Supermarket Type1,7696.648,19
DRP47,15.75,Low Fat,-1.9561722426814447,Hard Drinks,250.5382,OUT017,Medium,Tier 2,Supermarket Type1,2775.7202,14
FDB21,7.475,Low Fat,-1.905005608182102,Fruits and Vegetables,241.2854,OUT045,Medium,Tier 2,Supermarket Type1,5317.0788,19
FDR04,7.075,Low Fat,-3.8324335927849726,Frozen Foods,98.0068,OUT018,Medium,Tier 3,Supermarket Type2,874.8612,12
FDX23,6.445,Low Fat,-3.5168856453860666,Baking Goods,92.6436,OUT046,Small,Tier 1,Supermarket Type1,1039.9796,24
FDX19,19.1,Low Fat,-2.33598136200169,Fruits and Vegetables,235.0958,OUT035,Small,Tier 2,Supermarket Type1,3038.0454,17
FDD40,20.25,Regular Fat,-4.213766207165694,Dairy,193.6162,OUT035,Small,Tier 2,Supermarket Type1,3848.324,17
FDA01,15.0,Regular Fat,-2.911790966075394,Canned,59.1904,OUT046,Small,Tier 1,Supermarket Type1,527.3136,24
FDS33,6.67,Regular Fat,-2.092092476363041,Snack Foods,89.1514,OUT046,Small,Tier 1,Supermarket Type1,2390.8878,24
FDM50,12.305705009276437,Regular Fat,-3.5084442420166377,Canned,60.222,OUT027,Medium,Tier 3,Supermarket Type3,1677.816,36
FDB29,16.7,Regular Fat,-2.9494583963905048,Frozen Foods,112.7176,OUT013,High,Tier 3,Supermarket Type1,801.6232,34
FDF46,7.07,Low Fat,-2.365938780324492,Snack Foods,115.5834,OUT045,Medium,Tier 2,Supermarket Type1,1267.0174,19
FDA33,6.48,Low Fat,-3.382317326863963,Snack Foods,148.0076,OUT045,Medium,Tier 2,Supermarket Type1,886.8456,19
FDC08,19.0,Regular Fat,-1.7535734508021728,Fruits and Vegetables,228.27200000000002,OUT010,Medium,Tier 3,Grocery Store,452.744,23
FDB53,13.35,Low Fat,-1.9680058898878168,Frozen Foods,147.5392,OUT045,Medium,Tier 2,Supermarket Type1,3877.6192,19
FDY31,13.224769381746812,Low Fat,-3.1384048396878006,Fruits and Vegetables,146.6418,OUT027,Medium,Tier 3,Supermarket Type3,4414.254,36
DRQ35,11.400327868852457,Low Fat,-3.1680246431980765,Hard Drinks,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,5448.9072,36
FDX36,9.695,Regular Fat,-2.0519610918920295,Baking Goods,223.9404,OUT049,Medium,Tier 1,Supermarket Type1,4950.8888,22
DRD13,15.0,Low Fat,-3.0086741191287345,Soft Drinks,62.6168,OUT017,Medium,Tier 2,Supermarket Type1,958.752,14
FDC52,11.15,Regular Fat,-4.788283856421237,Dairy,149.9708,OUT017,Medium,Tier 2,Supermarket Type1,1956.1204,14
FDB45,20.85,Low Fat,-3.846096931761982,Fruits and Vegetables,103.2306,OUT049,Medium,Tier 1,Supermarket Type1,2404.2038,22
NCK19,9.8,Low Fat,-1.8876916780523243,Others,194.3478,OUT010,Medium,Tier 3,Grocery Store,387.4956,23
FDV51,16.35,Low Fat,-3.42615162497486,Meat,165.0842,OUT013,High,Tier 3,Supermarket Type1,994.7052,34
FDZ35,9.6,Regular Fat,-3.802108266008455,Breads,101.29899999999999,OUT045,Medium,Tier 2,Supermarket Type1,1754.3829999999998,19
NCW17,13.14231395348837,Low Fat,-3.9480463755348048,Health and Hygiene,129.9994,OUT027,Medium,Tier 3,Supermarket Type3,3340.9844,36
FDV59,13.35,Low Fat,-3.033965060467142,Breads,216.7166,OUT045,Medium,Tier 2,Supermarket Type1,3918.8988,19
DRH39,20.7,Low Fat,-2.3793250025815573,Dairy,76.367,OUT013,High,Tier 3,Supermarket Type1,306.268,34
FDN60,12.277108208955223,Low Fat,-2.3570700648432785,Baking Goods,158.4604,OUT027,Medium,Tier 3,Supermarket Type3,4278.4308,36
FDU55,16.2,Low Fat,-3.3246779935959436,Fruits and Vegetables,260.6278,OUT045,Medium,Tier 2,Supermarket Type1,4425.5726,19
FDN58,12.987879554655873,Regular Fat,-2.871799563743056,Snack Foods,230.9984,OUT027,Medium,Tier 3,Supermarket Type3,9267.936,36
FDC41,12.867061281337046,Low Fat,-1.5862097863148932,Frozen Foods,76.867,OUT019,Small,Tier 1,Grocery Store,229.701,36
FDO01,12.768202247191004,Regular Fat,-3.881575084007125,Breakfast,129.3994,OUT027,Medium,Tier 3,Supermarket Type3,2055.9904,36
NCO43,5.5,Low Fat,-3.0555202829282293,Others,101.3016,OUT046,Small,Tier 1,Supermarket Type1,3339.6528,24
FDQ07,15.1,Regular Fat,-2.4351555075059776,Fruits and Vegetables,221.7456,OUT045,Medium,Tier 2,Supermarket Type1,6410.3224,19
FDF28,15.7,Regular Fat,-3.268094982292082,Frozen Foods,122.9046,OUT017,Medium,Tier 2,Supermarket Type1,1992.0736,14
FDM01,7.895,Regular Fat,-2.352804311775792,Breakfast,104.4332,OUT017,Medium,Tier 2,Supermarket Type1,2870.9296,14
FDY49,12.305705009276437,Regular Fat,-4.426697526706368,Canned,164.5184,OUT027,Medium,Tier 3,Supermarket Type3,2807.0128,36
FDR24,17.35,Regular Fat,-2.767810094091908,Baking Goods,88.18299999999999,OUT013,High,Tier 3,Supermarket Type1,539.298,34
NCY18,7.285,Low Fat,-3.4697211453402397,Household,174.3054,OUT013,High,Tier 3,Supermarket Type1,4377.635,34
NCY30,20.25,Low Fat,-3.6494321897022526,Household,180.9976,OUT045,Medium,Tier 2,Supermarket Type1,2716.4640000000004,19
FDJ22,12.987879554655873,Low Fat,-2.380936764608681,Snack Foods,190.9504,OUT019,Small,Tier 1,Grocery Store,383.5008,36
DRI37,15.85,Low Fat,-2.2278008174421737,Soft Drinks,59.5904,OUT049,Medium,Tier 1,Supermarket Type1,703.0848,22
FDL27,6.17,Low Fat,-4.542432316300725,Meat,66.3826,OUT049,Medium,Tier 1,Supermarket Type1,1937.4779999999998,22
NCO30,19.5,Low Fat,-4.150956755855707,Household,182.2608,OUT049,Medium,Tier 1,Supermarket Type1,3307.6944,22
NCB07,19.2,Low Fat,-2.5558264093891814,Household,197.611,OUT049,Medium,Tier 1,Supermarket Type1,3142.5759999999996,22
FDX25,16.7,Low Fat,-2.505223146436423,Canned,181.2292,OUT018,Medium,Tier 3,Supermarket Type2,2554.0088,12
FDP59,20.85,Regular Fat,-2.870056362088232,Breads,104.0648,OUT018,Medium,Tier 3,Supermarket Type2,1869.5664,12
FDR59,14.5,Regular Fat,-2.7489805139886876,Breads,260.4594,OUT045,Medium,Tier 2,Supermarket Type1,5494.8474,19
FDT27,11.395,Regular Fat,-2.6660075790509405,Meat,233.1616,OUT013,High,Tier 3,Supermarket Type1,6093.4016,34
DRI01,7.97,Low Fat,-3.368160682863933,Soft Drinks,174.0422,OUT046,Small,Tier 1,Supermarket Type1,2586.633,24
FDU09,7.71,Regular Fat,-2.707540131209978,Snack Foods,55.2956,OUT049,Medium,Tier 1,Supermarket Type1,1255.6988,22
FDH26,19.25,Regular Fat,-3.3610231713087666,Canned,141.7496,OUT046,Small,Tier 1,Supermarket Type1,4093.3384,24
FDH27,7.075,Low Fat,-2.8413483809229527,Dairy,142.2128,OUT046,Small,Tier 1,Supermarket Type1,3163.8816,24
FDN39,12.81734421364985,Regular Fat,-2.7302482191574544,Meat,166.0816,OUT027,Medium,Tier 3,Supermarket Type3,5033.448,36
FDH40,11.6,Regular Fat,-2.5391993304723397,Frozen Foods,79.9276,OUT046,Small,Tier 1,Supermarket Type1,1137.1864,24
FDJ56,13.224769381746812,Low Fat,-1.700923569557746,Fruits and Vegetables,98.77,OUT027,Medium,Tier 3,Supermarket Type3,2696.49,36
DRN47,12.1,Low Fat,-4.080720216557265,Hard Drinks,178.56599999999997,OUT018,Medium,Tier 3,Supermarket Type2,898.83,12
NCO17,10.0,Low Fat,-2.6121073351223636,Health and Hygiene,118.244,OUT046,Small,Tier 1,Supermarket Type1,2756.4120000000003,24
FDX60,14.35,Low Fat,-2.516303451315841,Baking Goods,81.896,OUT045,Medium,Tier 2,Supermarket Type1,878.8560000000001,19
FDT22,10.395,Low Fat,-2.1868352517662246,Snack Foods,58.222,OUT049,Medium,Tier 1,Supermarket Type1,659.1419999999999,22
FDX26,13.42606890459364,Low Fat,-1.8724834063857152,Dairy,182.6292,OUT019,Small,Tier 1,Grocery Store,182.4292,36
FDG45,8.1,Low Fat,-2.0562757838953316,Fruits and Vegetables,211.4902,OUT013,High,Tier 3,Supermarket Type1,3610.6334,34
FDD44,8.05,Regular Fat,-2.5461145316675204,Fruits and Vegetables,256.4646,OUT035,Small,Tier 2,Supermarket Type1,5153.292,17
FDS15,9.195,Regular Fat,-2.544629355203338,Meat,108.7596,OUT017,Medium,Tier 2,Supermarket Type1,2588.6304,14
FDL51,20.7,Regular Fat,-3.043141940048975,Dairy,212.5876,OUT018,Medium,Tier 3,Supermarket Type2,1286.3256,12
FDL32,15.7,Regular Fat,-2.094273749044386,Fruits and Vegetables,110.1544,OUT017,Medium,Tier 2,Supermarket Type1,1230.3984,14
FDZ07,13.224769381746812,Regular Fat,-2.4875092087083868,Fruits and Vegetables,60.2194,OUT027,Medium,Tier 3,Supermarket Type3,1733.7432,36
NCW53,13.14231395348837,Low Fat,-2.9300766765780244,Health and Hygiene,193.8162,OUT019,Small,Tier 1,Grocery Store,384.8324,36
NCA54,16.5,Low Fat,-3.30454518458416,Household,180.0318,OUT045,Medium,Tier 2,Supermarket Type1,3969.4996,19
FDX09,9.0,Low Fat,-2.7297295286992918,Snack Foods,176.437,OUT035,Small,Tier 2,Supermarket Type1,7763.228,17
FDO51,6.785,Regular Fat,-3.1713353221528697,Meat,41.2112,OUT013,High,Tier 3,Supermarket Type1,809.6128,34
FDW49,19.5,Low Fat,-2.49025899607221,Canned,178.6002,OUT018,Medium,Tier 3,Supermarket Type2,1253.7014,12
FDB27,7.575,Low Fat,-2.8933540224296714,Dairy,195.2768,OUT046,Small,Tier 1,Supermarket Type1,5715.2272,24
FDF45,18.2,Regular Fat,-4.406765656341138,Fruits and Vegetables,57.7904,OUT013,High,Tier 3,Supermarket Type1,1464.76,34
FDV02,16.75,Low Fat,-2.805190545135866,Dairy,169.8106,OUT013,High,Tier 3,Supermarket Type1,3251.1014,34
FDY28,7.47,Regular Fat,-2.114442409105856,Frozen Foods,214.3218,OUT035,Small,Tier 2,Supermarket Type1,4274.436,17
FDX31,13.224769381746812,Regular Fat,-4.2162538566874765,Fruits and Vegetables,231.7958,OUT027,Medium,Tier 3,Supermarket Type3,5375.0034,36
FDR43,13.224769381746812,Low Fat,-1.828169404959872,Fruits and Vegetables,38.019,OUT027,Medium,Tier 3,Supermarket Type3,1318.2839999999999,36
FDP51,13.85,Regular Fat,-2.457808791633471,Meat,119.4124,OUT018,Medium,Tier 3,Supermarket Type2,2251.7356,12
FDL52,6.635,Regular Fat,-3.0715143755120935,Frozen Foods,37.4506,OUT017,Medium,Tier 2,Supermarket Type1,1176.4686,14
FDR44,6.11,Regular Fat,-2.273794682977587,Fruits and Vegetables,130.4968,OUT046,Small,Tier 1,Supermarket Type1,3523.4136,24
FDB34,15.25,Low Fat,-3.6266643425031093,Snack Foods,86.2198,OUT035,Small,Tier 2,Supermarket Type1,610.5386,17
